Transaction_ID,Date,Year,Month,Country,Currency,Product,Category,Customer_Segment,Quantity,Unit_Price_Local,Unit_Price_Currency,Revenue_Local,Revenue_USD,COGS_USD,Gross_Profit_USD,OpEx_USD,EBITDA_USD,Gross_Margin_Pct,EBITDA_Margin_Pct
1015,2022-01-22,2022,1,Australia,AUD,Support & Maintenance,Services,Government,34,4145.5,AUD,140947.0,91615.55,38109.12,53506.43,22112.75,31393.68,58.4,34.27
1016,2022-01-15,2022,1,UK,GBP,Training,Services,Consumer,50,9793.95,GBP,489697.5,621915.82,176291.77,445624.05,102749.69,342874.36,71.65,55.13
1017,2022-01-21,2022,1,USA,USD,Training,Services,Consumer,33,11548.45,USD,381098.85,381098.85,153317.78,227781.07,44192.84,183588.23,59.77,48.17
1018,2022-01-17,2022,1,Japan,JPY,Training,Services,SMB,10,5921.75,JPY,59217.5,396.76,118.42,278.34,96.42,181.92,70.15,45.85
1019,2022-01-27,2022,1,USA,USD,Support & Maintenance,Services,Consumer,32,782.41,USD,25037.12,25037.12,13237.87,11799.25,5803.81,5995.44,47.13,23.95
1020,2022-01-16,2022,1,Japan,JPY,Cloud Services,Technology,Enterprise,16,13231.14,JPY,211698.24,1418.38,757.54,660.84,160.06,500.78,46.59,35.31
1021,2022-01-17,2022,1,UK,GBP,Support & Maintenance,Services,SMB,9,10066.39,GBP,90597.51,115058.84,61447.7,53611.14,14355.78,39255.36,46.59,34.12
1022,2022-01-13,2022,1,Brazil,BRL,Consulting,Services,SMB,35,11451.35,BRL,400797.25,80159.45,36629.69,43529.76,16588.38,26941.38,54.3,33.61
1023,2022-01-18,2022,1,Canada,CAD,Consulting,Services,Government,8,4094.63,CAD,32757.04,24240.21,6525.65,17714.56,2500.5,15214.06,73.08,62.76
1024,2022-01-02,2022,1,France,EUR,Support & Maintenance,Services,SMB,1,1529.4,EUR,1529.4,1651.75,725.66,926.09,221.9,704.19,56.07,42.63
1025,2022-01-19,2022,1,Canada,CAD,Software License,Technology,SMB,18,10200.18,CAD,183603.24,135866.4,42698.88,93167.52,16283.15,76884.37,68.57,56.59
1026,2022-01-14,2022,1,Brazil,BRL,Consulting,Services,SMB,31,12208.71,BRL,378470.01,75694.0,23247.37,52446.63,8669.96,43776.67,69.29,57.83
1027,2022-01-21,2022,1,Canada,CAD,Consulting,Services,Government,30,13025.63,CAD,390768.9,289168.99,76991.64,212177.35,57260.76,154916.59,73.37,53.57
1028,2022-02-14,2022,2,USA,USD,Consulting,Services,Consumer,7,4105.52,USD,28738.64,28738.64,8824.56,19914.08,4807.75,15106.33,69.29,52.56
1029,2022-02-28,2022,2,Germany,EUR,Hardware,Technology,Government,16,13180.05,EUR,210880.8,227751.26,62088.52,165662.74,50379.34,115283.4,72.74,50.62
1030,2022-02-25,2022,2,India,INR,Software License,Technology,Enterprise,42,14989.6,INR,629563.2,7554.76,3783.49,3771.27,1853.56,1917.71,49.92,25.38
1031,2022-02-06,2022,2,France,EUR,Cloud Services,Technology,Government,32,7479.7,EUR,239350.4,258498.43,131677.84,126820.59,60841.85,65978.74,49.06,25.52
1032,2022-02-23,2022,2,Australia,AUD,Software License,Technology,Government,17,13934.51,AUD,236886.67,153976.34,74761.49,79214.85,21985.88,57228.97,51.45,37.17
1033,2022-02-24,2022,2,India,INR,Training,Services,Government,10,3253.52,INR,32535.2,390.42,123.1,267.32,42.47,224.85,68.47,57.59
1034,2022-02-17,2022,2,India,INR,Software License,Technology,Consumer,4,1227.06,INR,4908.24,58.9,23.15,35.75,14.01,21.74,60.7,36.91
1035,2022-02-13,2022,2,Germany,EUR,Software License,Technology,Enterprise,12,1493.56,EUR,17922.72,19356.54,5233.78,14122.76,4437.93,9684.83,72.96,50.03
1036,2022-02-19,2022,2,UK,GBP,Support & Maintenance,Services,SMB,38,9120.53,GBP,346580.14,440156.78,191826.69,248330.09,71694.38,176635.71,56.42,40.13
1037,2022-02-13,2022,2,Brazil,BRL,Support & Maintenance,Services,Consumer,17,3461.76,BRL,58849.92,11769.98,5471.36,6298.62,1598.4,4700.22,53.51,39.93
1038,2022-02-15,2022,2,Germany,EUR,Training,Services,Consumer,30,5084.57,EUR,152537.1,164740.07,78343.68,86396.39,18266.62,68129.77,52.44,41.36
1039,2022-02-12,2022,2,Brazil,BRL,Support & Maintenance,Services,Enterprise,5,8295.7,BRL,41478.5,8295.7,3332.93,4962.77,994.39,3968.38,59.82,47.84
1040,2022-02-20,2022,2,UK,GBP,Cloud Services,Technology,Consumer,19,2787.33,GBP,52959.27,67258.27,33637.44,33620.83,13823.66,19797.17,49.99,29.43
1041,2022-02-04,2022,2,India,INR,Software License,Technology,Consumer,43,2002.0,INR,86086.0,1033.03,530.4,502.63,144.28,358.35,48.66,34.69
1042,2022-02-21,2022,2,India,INR,Cloud Services,Technology,Consumer,19,9270.03,INR,176130.57,2113.57,983.41,1130.16,275.9,854.26,53.47,40.42
1043,2022-02-14,2022,2,Japan,JPY,Support & Maintenance,Services,Government,17,13627.38,JPY,231665.46,1552.16,782.03,770.13,176.71,593.42,49.62,38.23
1044,2022-02-24,2022,2,Japan,JPY,Software License,Technology,Enterprise,22,11681.23,JPY,256987.06,1721.81,759.55,962.26,239.84,722.42,55.89,41.96
1045,2022-02-05,2022,2,UAE,AED,Support & Maintenance,Services,Government,36,640.21,AED,23047.56,6222.84,1696.18,4526.66,1446.6,3080.06,72.74,49.5
1046,2022-02-12,2022,2,India,INR,Software License,Technology,Consumer,38,8511.61,INR,323441.18,3881.29,1470.76,2410.53,412.48,1998.05,62.11,51.48
1047,2022-03-14,2022,3,Canada,CAD,Cloud Services,Technology,SMB,43,1990.51,CAD,85591.93,63338.03,30657.82,32680.21,14733.71,17946.5,51.6,28.33
1048,2022-03-14,2022,3,Brazil,BRL,Training,Services,SMB,16,13036.78,BRL,208588.48,41717.7,22646.95,19070.75,9245.3,9825.45,45.71,23.55
1049,2022-03-09,2022,3,USA,USD,Cloud Services,Technology,Consumer,27,12132.41,USD,327575.07,327575.07,166807.52,160767.55,72594.7,88172.85,49.08,26.92
1050,2022-03-27,2022,3,Germany,EUR,Training,Services,Enterprise,25,13146.42,EUR,328660.5,354953.34,180166.5,174786.84,47338.37,127448.47,49.24,35.91
1051,2022-03-09,2022,3,UAE,AED,Hardware,Technology,Consumer,15,3732.39,AED,55985.85,15116.18,6772.2,8343.98,2415.11,5928.87,55.2,39.22
1052,2022-03-11,2022,3,UK,GBP,Hardware,Technology,Consumer,42,7886.38,GBP,331227.96,420659.51,190918.61,229740.9,95300.06,134440.84,54.61,31.96
1053,2022-03-20,2022,3,USA,USD,Software License,Technology,Consumer,12,8918.55,USD,107022.6,107022.6,58334.29,48688.31,11316.42,37371.89,45.49,34.92
1054,2022-03-19,2022,3,Australia,AUD,Hardware,Technology,Consumer,28,9290.03,AUD,260120.84,169078.55,68210.84,100867.71,26677.1,74190.61,59.66,43.88
1055,2022-03-22,2022,3,France,EUR,Hardware,Technology,Enterprise,46,6822.83,EUR,313850.18,338958.19,137608.93,201349.26,74901.84,126447.42,59.4,37.3
1056,2022-03-22,2022,3,France,EUR,Hardware,Technology,Government,5,14258.68,EUR,71293.4,76996.87,40518.16,36478.71,14896.84,21581.87,47.38,28.03
1057,2022-03-10,2022,3,UK,GBP,Training,Services,Consumer,33,4984.63,GBP,164492.79,208905.84,77821.16,131084.68,33500.15,97584.53,62.75,46.71
1058,2022-03-06,2022,3,India,INR,Cloud Services,Technology,SMB,27,10141.48,INR,273819.96,3285.84,1195.2,2090.64,697.32,1393.32,63.63,42.4
1059,2022-03-14,2022,3,Brazil,BRL,Support & Maintenance,Services,Consumer,26,8445.09,BRL,219572.34,43914.47,10983.97,32930.5,6281.4,26649.1,74.99,60.68
1060,2022-03-26,2022,3,Brazil,BRL,Support & Maintenance,Services,Consumer,30,6905.9,BRL,207177.0,41435.4,18757.32,22678.08,7320.64,15357.44,54.73,37.06
1061,2022-03-27,2022,3,Germany,EUR,Training,Services,Enterprise,19,7974.05,EUR,151506.95,163627.51,71976.84,91650.67,24589.65,67061.02,56.01,40.98
1062,2022-03-16,2022,3,France,EUR,Training,Services,Consumer,15,12195.16,EUR,182927.4,197561.59,58123.84,139437.75,21125.67,118312.08,70.58,59.89
1063,2022-03-13,2022,3,Brazil,BRL,Software License,Technology,Government,27,13348.99,BRL,360422.73,72084.55,30470.23,41614.32,14975.7,26638.62,57.73,36.95
1064,2022-03-25,2022,3,UAE,AED,Consulting,Services,SMB,10,10012.84,AED,100128.4,27034.67,6803.64,20231.03,5748.78,14482.25,74.83,53.57
1065,2022-04-28,2022,4,Australia,AUD,Cloud Services,Technology,SMB,45,8010.39,AUD,360467.55,234303.91,62105.89,172198.02,32188.61,140009.41,73.49,59.76
1066,2022-04-25,2022,4,UK,GBP,Consulting,Services,SMB,30,10179.88,GBP,305396.4,387853.43,211910.6,175942.83,73427.58,102515.25,45.36,26.43
1067,2022-04-15,2022,4,UAE,AED,Support & Maintenance,Services,Government,36,6965.75,AED,250767.0,67707.09,20159.61,47547.48,15520.11,32027.37,70.23,47.3
1068,2022-04-15,2022,4,Japan,JPY,Cloud Services,Technology,Consumer,50,11776.29,JPY,588814.5,3945.06,1559.79,2385.27,536.08,1849.19,60.46,46.87
1069,2022-04-05,2022,4,UK,GBP,Training,Services,Consumer,16,4439.87,GBP,71037.92,90218.16,31207.62,59010.54,16331.55,42678.99,65.41,47.31
1070,2022-04-11,2022,4,Germany,EUR,Cloud Services,Technology,Government,45,2715.68,EUR,122205.6,131982.05,41466.89,90515.16,21411.47,69103.69,68.58,52.36
1071,2022-04-19,2022,4,India,INR,Consulting,Services,Government,4,3499.1,INR,13996.4,167.96,63.16,104.8,39.59,65.21,62.4,38.82
1072,2022-04-28,2022,4,USA,USD,Support & Maintenance,Services,Government,31,585.49,USD,18150.19,18150.19,6452.89,11697.3,3866.38,7830.92,64.45,43.15
1073,2022-04-11,2022,4,Australia,AUD,Support & Maintenance,Services,SMB,32,3681.61,AUD,117811.52,76577.49,29156.94,47420.55,7991.15,39429.4,61.92,51.49
1074,2022-04-13,2022,4,Australia,AUD,Training,Services,SMB,30,13833.35,AUD,415000.5,269750.33,146802.61,122947.72,48587.04,74360.68,45.58,27.57
1075,2022-04-02,2022,4,Brazil,BRL,Support & Maintenance,Services,Enterprise,6,9819.87,BRL,58919.22,11783.84,3425.68,8358.16,1994.47,6363.69,70.93,54.0
1076,2022-04-09,2022,4,Japan,JPY,Consulting,Services,Consumer,14,7093.14,JPY,99303.96,665.34,233.7,431.64,154.32,277.32,64.88,41.68
1077,2022-04-12,2022,4,Australia,AUD,Hardware,Technology,Enterprise,31,781.06,AUD,24212.86,15738.36,6481.46,9256.9,3934.37,5322.53,58.82,33.82
1078,2022-04-08,2022,4,France,EUR,Training,Services,Enterprise,50,14380.64,EUR,719032.0,776554.56,203517.43,573037.13,81269.93,491767.2,73.79,63.33
1079,2022-04-07,2022,4,France,EUR,Software License,Technology,SMB,16,2330.2,EUR,37283.2,40265.86,18153.37,22112.49,7432.89,14679.6,54.92,36.46
1080,2022-04-23,2022,4,UAE,AED,Training,Services,Consumer,50,5848.98,AED,292449.0,78961.23,34092.92,44868.31,19310.78,25557.53,56.82,32.37
1081,2022-04-13,2022,4,UK,GBP,Cloud Services,Technology,Consumer,7,8890.93,GBP,62236.51,79040.37,41785.97,37254.4,14730.71,22523.69,47.13,28.5
1082,2022-04-23,2022,4,Australia,AUD,Training,Services,SMB,5,9085.42,AUD,45427.1,29527.62,14739.35,14788.27,4028.38,10759.89,50.08,36.44
1083,2022-04-12,2022,4,Japan,JPY,Training,Services,Enterprise,37,11848.21,JPY,438383.77,2937.17,1040.23,1896.94,482.45,1414.49,64.58,48.16
1084,2022-05-12,2022,5,India,INR,Training,Services,Consumer,1,12818.85,INR,12818.85,153.83,76.41,77.42,17.82,59.6,50.33,38.74
1085,2022-05-20,2022,5,UAE,AED,Training,Services,SMB,28,3053.99,AED,85511.72,23088.16,9385.89,13702.27,4561.5,9140.77,59.35,39.59
1086,2022-05-08,2022,5,India,INR,Consulting,Services,Government,28,12473.15,INR,349248.2,4190.98,1792.66,2398.32,621.71,1776.61,57.23,42.39
1087,2022-05-11,2022,5,UK,GBP,Hardware,Technology,Government,16,11381.91,GBP,182110.56,231280.41,97358.62,133921.79,46308.88,87612.91,57.9,37.88
1088,2022-05-09,2022,5,USA,USD,Consulting,Services,Consumer,12,7569.47,USD,90833.64,90833.64,32377.42,58456.22,12603.43,45852.79,64.36,50.48
1089,2022-05-24,2022,5,Brazil,BRL,Training,Services,Consumer,36,647.19,BRL,23298.84,4659.77,2490.27,2169.5,525.82,1643.68,46.56,35.27
1090,2022-05-01,2022,5,Australia,AUD,Consulting,Services,SMB,45,7403.35,AUD,333150.75,216547.99,100381.41,116166.58,36212.49,79954.09,53.64,36.92
1091,2022-05-16,2022,5,UK,GBP,Hardware,Technology,SMB,26,10530.91,GBP,273803.66,347730.65,118875.83,228854.82,65106.77,163748.05,65.81,47.09
1092,2022-05-15,2022,5,India,INR,Support & Maintenance,Services,Consumer,28,14951.16,INR,418632.48,5023.59,2085.38,2938.21,767.46,2170.75,58.49,43.21
1093,2022-05-18,2022,5,Japan,JPY,Hardware,Technology,Consumer,15,2249.51,JPY,33742.65,226.08,69.58,156.5,26.66,129.84,69.22,57.43
1094,2022-05-17,2022,5,Germany,EUR,Cloud Services,Technology,SMB,48,7520.88,EUR,361002.24,389882.42,182221.49,207660.93,96102.53,111558.4,53.26,28.61
1095,2022-05-23,2022,5,Brazil,BRL,Hardware,Technology,Enterprise,13,4795.57,BRL,62342.41,12468.48,4467.01,8001.47,1812.17,6189.3,64.17,49.64
1096,2022-05-05,2022,5,India,INR,Cloud Services,Technology,Consumer,3,14627.28,INR,43881.84,526.58,219.06,307.52,107.74,199.78,58.4,37.94
1097,2022-05-02,2022,5,UAE,AED,Software License,Technology,Enterprise,37,4622.92,AED,171048.04,46182.97,18178.28,28004.69,6978.52,21026.17,60.64,45.53
1098,2022-05-02,2022,5,Japan,JPY,Consulting,Services,Enterprise,5,6310.26,JPY,31551.3,211.39,57.55,153.84,41.1,112.74,72.78,53.33
1099,2022-05-20,2022,5,Germany,EUR,Cloud Services,Technology,Consumer,6,14911.81,EUR,89470.86,96628.53,27590.87,69037.66,20742.91,48294.75,71.45,49.98
1100,2022-05-28,2022,5,Brazil,BRL,Support & Maintenance,Services,SMB,50,8077.3,BRL,403865.0,80773.0,31110.07,49662.93,13441.29,36221.64,61.48,44.84
1101,2022-05-25,2022,5,Brazil,BRL,Consulting,Services,Consumer,37,9504.9,BRL,351681.3,70336.26,30447.81,39888.45,14841.89,25046.56,56.71,35.61
1102,2022-05-03,2022,5,France,EUR,Training,Services,SMB,17,10076.21,EUR,171295.57,184999.22,54966.44,130032.78,23323.23,106709.55,70.29,57.68
1103,2022-06-23,2022,6,USA,USD,Consulting,Services,Government,45,9110.26,USD,409961.7,409961.7,138311.97,271649.73,55230.63,216419.1,66.26,52.79
1104,2022-06-21,2022,6,Japan,JPY,Training,Services,Government,5,10467.08,JPY,52335.4,350.65,184.85,165.8,76.5,89.3,47.28,25.47
1105,2022-06-09,2022,6,Brazil,BRL,Training,Services,SMB,28,2164.26,BRL,60599.28,12119.86,3847.36,8272.5,1482.85,6789.65,68.26,56.02
1106,2022-06-10,2022,6,Germany,EUR,Software License,Technology,Enterprise,11,11993.11,EUR,131924.21,142478.15,61053.77,81424.38,31863.25,49561.13,57.15,34.79
1107,2022-06-18,2022,6,UAE,AED,Software License,Technology,Government,45,4909.32,AED,220919.4,59648.24,22114.74,37533.5,8400.67,29132.83,62.92,48.84
1108,2022-06-09,2022,6,UAE,AED,Consulting,Services,Enterprise,39,1077.98,AED,42041.22,11351.13,4308.99,7042.14,1683.92,5358.22,62.04,47.2
1109,2022-06-25,2022,6,USA,USD,Software License,Technology,SMB,44,12621.4,USD,555341.6,555341.6,234665.0,320676.6,134735.84,185940.76,57.74,33.48
1110,2022-06-09,2022,6,Japan,JPY,Support & Maintenance,Services,Enterprise,49,11465.9,JPY,561829.1,3764.25,1472.39,2291.86,744.29,1547.57,60.88,41.11
1111,2022-06-14,2022,6,Germany,EUR,Support & Maintenance,Services,Government,41,12306.55,EUR,504568.55,544934.03,294654.86,250279.17,92912.1,157367.07,45.93,28.88
1112,2022-06-13,2022,6,Canada,CAD,Hardware,Technology,Enterprise,11,5282.15,CAD,58103.65,42996.7,19696.88,23299.82,6158.53,17141.29,54.19,39.87
1113,2022-06-13,2022,6,India,INR,Software License,Technology,Government,6,5060.5,INR,30363.0,364.36,126.43,237.93,89.46,148.47,65.3,40.75
1114,2022-06-16,2022,6,India,INR,Software License,Technology,Government,27,1285.96,INR,34720.92,416.65,168.96,247.69,80.58,167.11,59.45,40.11
1115,2022-06-23,2022,6,UAE,AED,Software License,Technology,SMB,18,8463.68,AED,152346.24,41133.48,21730.89,19402.59,6816.53,12586.06,47.17,30.6
1116,2022-06-18,2022,6,UAE,AED,Software License,Technology,Enterprise,41,9328.64,AED,382474.24,103268.04,33230.54,70037.5,12780.11,57257.39,67.82,55.45
1117,2022-06-04,2022,6,USA,USD,Support & Maintenance,Services,Government,6,3758.16,USD,22548.96,22548.96,11329.09,11219.87,2638.66,8581.21,49.76,38.06
1118,2022-06-16,2022,6,Germany,EUR,Consulting,Services,Consumer,33,10728.47,EUR,354039.51,382362.67,143251.07,239111.6,65909.74,173201.86,62.54,45.3
1119,2022-06-05,2022,6,France,EUR,Consulting,Services,SMB,25,3263.85,EUR,81596.25,88123.95,37876.84,50247.11,18677.33,31569.78,57.02,35.82
1120,2022-06-10,2022,6,UK,GBP,Hardware,Technology,Government,22,14046.6,GBP,309025.2,392462.0,157895.82,234566.18,87551.37,147014.81,59.77,37.46
1121,2022-06-25,2022,6,Japan,JPY,Support & Maintenance,Services,Government,10,6974.94,JPY,69749.4,467.32,184.73,282.59,70.04,212.55,60.47,45.48
1122,2022-06-13,2022,6,India,INR,Consulting,Services,Government,21,13109.22,INR,275293.62,3303.52,1797.88,1505.64,448.69,1056.95,45.58,31.99
1123,2022-07-22,2022,7,Australia,AUD,Software License,Technology,Consumer,48,7358.16,AUD,353191.68,229574.59,120303.75,109270.84,36085.61,73185.23,47.6,31.88
1124,2022-07-28,2022,7,Germany,EUR,Consulting,Services,Enterprise,9,7783.22,EUR,70048.98,75652.9,32307.88,43345.02,17434.59,25910.43,57.29,34.25
1125,2022-07-05,2022,7,UAE,AED,Software License,Technology,Government,1,10975.44,AED,10975.44,2963.37,1105.32,1858.05,587.39,1270.66,62.7,42.88
1126,2022-07-11,2022,7,UK,GBP,Consulting,Services,Consumer,22,9537.26,GBP,209819.72,266471.04,98393.1,168077.94,29857.36,138220.58,63.08,51.87
1127,2022-07-02,2022,7,India,INR,Consulting,Services,Consumer,41,10921.4,INR,447777.4,5373.33,2567.49,2805.84,1240.47,1565.37,52.22,29.13
1128,2022-07-03,2022,7,Brazil,BRL,Software License,Technology,SMB,41,10423.79,BRL,427375.39,85475.08,28737.89,56737.19,11464.17,45273.02,66.38,52.97
1129,2022-07-11,2022,7,Australia,AUD,Software License,Technology,Enterprise,29,2912.29,AUD,84456.41,54896.67,18656.07,36240.6,5728.03,30512.57,66.02,55.58
1130,2022-07-22,2022,7,USA,USD,Hardware,Technology,Consumer,24,6744.96,USD,161879.04,161879.04,52328.89,109550.15,26193.29,83356.86,67.67,51.49
1131,2022-07-16,2022,7,Germany,EUR,Cloud Services,Technology,SMB,6,9337.63,EUR,56025.78,60507.84,22071.04,38436.8,12251.03,26185.77,63.52,43.28
1132,2022-07-26,2022,7,Brazil,BRL,Cloud Services,Technology,SMB,30,9749.62,BRL,292488.6,58497.72,22689.58,35808.14,11701.07,24107.07,61.21,41.21
1133,2022-07-21,2022,7,UAE,AED,Hardware,Technology,SMB,5,6905.08,AED,34525.4,9321.86,3296.86,6025.0,1753.78,4271.22,64.63,45.82
1134,2022-07-16,2022,7,Australia,AUD,Training,Services,Consumer,30,12756.91,AUD,382707.3,248759.74,77057.09,171702.65,39230.4,132472.25,69.02,53.25
1135,2022-07-01,2022,7,UK,GBP,Cloud Services,Technology,Government,37,5704.91,GBP,211081.67,268073.72,90813.11,177260.61,54926.12,122334.49,66.12,45.63
1136,2022-07-20,2022,7,Australia,AUD,Hardware,Technology,Enterprise,37,13043.48,AUD,482608.76,313695.69,151669.82,162025.87,77181.82,84844.05,51.65,27.05
1137,2022-07-09,2022,7,UAE,AED,Hardware,Technology,SMB,39,12128.01,AED,472992.39,127707.95,40317.57,87390.38,16413.0,70977.38,68.43,55.58
1138,2022-07-19,2022,7,Germany,EUR,Training,Services,Enterprise,41,9871.94,EUR,404749.54,437129.5,149795.48,287334.02,72617.47,214716.55,65.73,49.12
1139,2022-07-07,2022,7,Canada,CAD,Training,Services,SMB,6,13689.6,CAD,82137.6,60781.82,21153.03,39628.79,9866.44,29762.35,65.2,48.97
1140,2022-07-27,2022,7,Germany,EUR,Support & Maintenance,Services,Consumer,34,7776.02,EUR,264384.68,285535.45,94728.73,190806.72,35601.03,155205.69,66.82,54.36
1141,2022-07-08,2022,7,UAE,AED,Hardware,Technology,Consumer,8,7290.81,AED,58326.48,15748.15,4292.79,11455.36,3356.29,8099.07,72.74,51.43
1142,2022-07-15,2022,7,Australia,AUD,Support & Maintenance,Services,Consumer,6,11964.89,AUD,71789.34,46663.07,11860.61,34802.46,8422.02,26380.44,74.58,56.53
1143,2022-07-22,2022,7,Canada,CAD,Training,Services,Consumer,38,6024.87,CAD,228945.06,169419.34,74809.61,94609.73,26382.16,68227.57,55.84,40.27
1144,2022-08-23,2022,8,UAE,AED,Software License,Technology,Consumer,40,3709.82,AED,148392.8,40066.06,10776.37,29289.69,8957.9,20331.79,73.1,50.75
1145,2022-08-16,2022,8,Japan,JPY,Training,Services,Government,8,2526.77,JPY,20214.16,135.43,72.3,63.13,19.73,43.4,46.61,32.05
1146,2022-08-24,2022,8,UK,GBP,Software License,Technology,SMB,35,2467.13,GBP,86349.55,109663.93,42340.49,67323.44,21995.62,45327.82,61.39,41.33
1147,2022-08-09,2022,8,India,INR,Consulting,Services,SMB,27,9996.37,INR,269901.99,3238.82,1619.76,1619.06,622.98,996.08,49.99,30.75
1148,2022-08-04,2022,8,USA,USD,Training,Services,Consumer,14,6929.05,USD,97006.7,97006.7,51914.74,45091.96,22148.33,22943.63,46.48,23.65
1149,2022-08-28,2022,8,Canada,CAD,Support & Maintenance,Services,Consumer,4,6273.02,CAD,25092.08,18568.14,5699.35,12868.79,2197.06,10671.73,69.31,57.47
1150,2022-08-11,2022,8,UAE,AED,Software License,Technology,SMB,42,9772.65,AED,410451.3,110821.85,59990.97,50830.88,11922.97,38907.91,45.87,35.11
1151,2022-08-27,2022,8,France,EUR,Cloud Services,Technology,SMB,5,12532.36,EUR,62661.8,67674.74,28170.45,39504.29,12719.97,26784.32,58.37,39.58
1152,2022-08-05,2022,8,France,EUR,Hardware,Technology,SMB,39,541.12,EUR,21103.68,22791.97,11567.42,11224.55,2773.86,8450.69,49.25,37.08
1153,2022-08-26,2022,8,India,INR,Hardware,Technology,SMB,8,10085.34,INR,80682.72,968.19,249.54,718.65,98.98,619.67,74.23,64.0
1154,2022-08-17,2022,8,France,EUR,Support & Maintenance,Services,Consumer,2,3026.57,EUR,6053.14,6537.39,1737.11,4800.28,1381.07,3419.21,73.43,52.3
1155,2022-08-15,2022,8,UK,GBP,Training,Services,Enterprise,31,6999.99,GBP,216999.69,275589.61,98829.66,176759.95,52100.19,124659.76,64.14,45.23
1156,2022-08-15,2022,8,India,INR,Cloud Services,Technology,Enterprise,47,11856.79,INR,557269.13,6687.23,3411.12,3276.11,1191.78,2084.33,48.99,31.17
1157,2022-08-15,2022,8,USA,USD,Software License,Technology,Government,26,6680.97,USD,173705.22,173705.22,49052.37,124652.85,35932.7,88720.15,71.76,51.08
1158,2022-08-19,2022,8,UK,GBP,Software License,Technology,Consumer,39,2650.84,GBP,103382.76,131296.11,37794.57,93501.54,25425.18,68076.36,71.21,51.85
1159,2022-08-20,2022,8,India,INR,Training,Services,Consumer,25,14922.1,INR,373052.5,4476.63,1831.69,2644.94,752.33,1892.61,59.08,42.28
1160,2022-08-07,2022,8,Australia,AUD,Software License,Technology,Enterprise,42,9938.29,AUD,417408.18,271315.32,130418.24,140897.08,56467.77,84429.31,51.93,31.12
1161,2022-08-04,2022,8,Australia,AUD,Consulting,Services,SMB,27,5414.51,AUD,146191.77,95024.65,36684.23,58340.42,15431.86,42908.56,61.4,45.16
1162,2022-08-16,2022,8,Canada,CAD,Consulting,Services,Consumer,43,4195.9,CAD,180423.7,133513.54,71573.64,61939.9,27106.34,34833.56,46.39,26.09
1163,2022-08-05,2022,8,UK,GBP,Software License,Technology,Enterprise,6,6762.21,GBP,40573.26,51528.04,24392.17,27135.87,8033.07,19102.8,52.66,37.07
